ID,year,country,continent,sample_type,lzd_genotype,van_operon,cfr,cfrB,cfrD,optrA,poxtA
GCA_019731615.1,2020,China,Asia,clinical,optrA,,,,,yes,
GCA_020405635.1,2020,Russia,Asia,clinical,optrA,,,,,yes,
GCA_022427325.1,2017,China,Asia,clinical,"optrA, poxtA",,,,,yes,yes
GCA_022427745.1,2017,China,Asia,clinical,optrA,,,,,yes,
GCA_022427855.1,2017,China,Asia,clinical,optrA,,,,,yes,
GCA_022758225.1,2020,China,Asia,clinical,optrA,,,,,yes,
GCA_024339425.1,2018,Spain,Europe,clinical,optrA,,,,,yes,
GCA_024339435.1,2018,Spain,Europe,clinical,optrA,,,,,yes,
GCA_024339445.1,2018,Spain,Europe,clinical,optrA,,,,,yes,
GCA_024927865.1,2018,Bangladesh,Asia,clinical,optrA,,,,,yes,
GCA_025482075.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482095.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482175.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482215.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482255.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482405.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482435.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482455.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482555.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482575.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482595.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482635.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482655.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482675.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482695.1,2019,France,Europe,clinical,optrA,,,,,yes,
GCA_025482785.1,2018,France,Europe,clinical,optrA,,,,,yes,
GCA_025972265.1,2016,Australia,Oceania,clinical,optrA,,,,,yes,
GCA_029866805.1,2020,China,Asia,clinical,optrA,,,,,yes,
GCA_030339965.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030339995.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340065.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340205.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340245.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340285.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340305.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340325.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340345.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340385.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340445.1,2019,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340485.1,2020,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340565.1,2020,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340585.1,2020,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_030340605.1,2020,South Korea,Asia,clinical,optrA,,,,,yes,
GCA_902161825.1,2018,United Kingdom,Europe,clinical,optrA,,,,,yes,
GCA_906464835.1,2017,United Kingdom,Europe,clinical,optrA,,,,,yes,
GCA_906464865.1,2016,United Kingdom,Europe,clinical,optrA,,,,,yes,
GCA_906464915.2,2015,United Kingdom,Europe,clinical,optrA,,,,,yes,
GCA_906464925.1,2017,United Kingdom,Europe,clinical,optrA,,,,,yes,
GCA_018517125.1,2018,France,Europe,clinical,poxtA,,,,,,yes
GCA_025482195.1,2019,France,Europe,clinical,poxtA,,,,,,yes
GCA_025482285.1,2019,France,Europe,clinical,poxtA,,,,,,yes
GCA_015234285.1,2019,Switzerland,Europe,nonclinical,"cfr(D), optrA",-,,,yes,yes,
GCA_009830585.1,2014,Tunisia,Asia,nonclinical,optrA,,,,,yes,
GCA_016993575.1,2017,China,Asia,nonclinical,optrA,,,,,yes,
GCA_017286715.1,2017,China,Asia,nonclinical,optrA,,,,,yes,
GCA_018087365.1,2017,China,Asia,nonclinical,optrA,,,,,yes,
GCA_018222085.1,2017,China,Asia,nonclinical,optrA,,,,,yes,
GCA_019340345.1,2017,China,Asia,nonclinical,optrA,,,,,yes,
GCA_019774535.1,2017,China,Asia,nonclinical,"optrA, poxtA",,,,,yes,yes
GCA_019856595.1,2017,China,Asia,nonclinical,"optrA, poxtA",,,,,yes,yes
GCA_019917325.1,2017,China,Asia,nonclinical,optrA,,,,,yes,
GCA_019917335.1,2017,China,Asia,nonclinical,optrA,,,,,yes,
GCA_021124545.1,2018,Italy,Europe,nonclinical,optrA,,,,,yes,
GCA_023182695.2,2020,Switzerland,Europe,nonclinical,optrA,,,,,yes,
GCA_023182715.2,2020,Switzerland,Europe,nonclinical,optrA,,,,,yes,
GCA_023182735.2,2020,Switzerland,Europe,nonclinical,optrA,,,,,yes,
GCA_023299425.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_025420395.1,2018,China,Asia,nonclinical,optrA,,,,,yes,
GCA_025641915.1,2018,China,Asia,nonclinical,optrA,,,,,yes,
GCA_025641945.1,2018,China,Asia,nonclinical,optrA,,,,,yes,
GCA_029733965.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_029733995.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_029734015.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030110865.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030116725.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030116735.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030116755.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030116805.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030116825.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030116835.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030116845.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030116875.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178595.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178615.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178635.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178655.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178675.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178715.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178735.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178755.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178775.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178795.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178805.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178835.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178855.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178895.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178915.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178935.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178955.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178965.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030178995.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030270285.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030270305.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030270325.1,2019,China,Asia,nonclinical,optrA,,,,,yes,
GCA_030364575.1,2021,China,Asia,nonclinical,optrA,,,,,yes,
SRR13712557,2015,Canada,North America,nonclinical,optrA,,,,,yes,
SRR13712587,2015,Canada,North America,nonclinical,optrA,,,,,yes,
SRR13712598,2015,Canada,North America,nonclinical,optrA,,,,,yes,
SRR13725703,2015,Canada,North America,nonclinical,optrA,,,,,yes,
SRR13725714,2015,Canada,North America,nonclinical,optrA,,,,,yes,
SRR13726504,2015,Canada,North America,nonclinical,optrA,,,,,yes,
SRR13726515,2015,Canada,North America,nonclinical,cfr(C),,,,,,
SRR13726536,2015,Canada,North America,nonclinical,cfr(C),,,,,,
SRR13587490,2014,China,Asia,clinical,optrA,,,,,yes,
SRR13587491,2014,China,Asia,clinical,optrA,,,,,yes,
SRR13587492,2013,China,Asia,clinical,optrA,,,,,yes,
SRR13587493,2012,China,Asia,clinical,optrA,,,,,yes,
SRR13587494,2012,China,Asia,clinical,optrA,,,,,yes,
SRR13587495,2012,China,Asia,clinical,optrA,,,,,yes,
SRR13587500,2012,China,Asia,clinical,optrA,,,,,yes,
SRR13587501,2012,China,Asia,clinical,optrA,,,,,yes,
SRR6456332,2014,Germany,Europe,clinical,optrA,,,,,yes,
DRR126419,2017,Japan,Asia,clinical,"cfr(B), optrA",,,yes,,yes,
DRR126421,2017,Japan,Asia,clinical,"cfr(B), optrA",,,yes,,yes,
DRR400396,2021,Japan,Asia,clinical,optrA,,,,,yes,
SRR10387870,2018,China,Asia,clinical,optrA,,,,,yes,
SRR10387871,2018,China,Asia,clinical,optrA,,,,,yes,
SRR10387876,2018,China,Asia,clinical,optrA,,,,,yes,
SRR10387877,2018,China,Asia,clinical,optrA,,,,,yes,
SRR10387878,2018,China,Asia,clinical,optrA,,,,,yes,
SRR10387879,2018,China,Asia,clinical,optrA,,,,,yes,
SRR13080469,2017,Belgium,Europe,clinical,optrA,,,,,yes,
SRR13080472,2019,Belgium,Europe,clinical,optrA,,,,,yes,
SRR13080473,2019,Belgium,Europe,clinical,optrA,,,,,yes,
SRR13587488,2015,China,Asia,clinical,optrA,,,,,yes,
SRR13587489,2015,China,Asia,clinical,optrA,,,,,yes,
SRR13587496,2017,China,Asia,clinical,optrA,,,,,yes,
SRR13587498,2017,China,Asia,clinical,optrA,,,,,yes,
SRR13587499,2017,China,Asia,clinical,optrA,,,,,yes,
SRR19441645,2019,Australia,Oceania,clinical,cfr(D),,,,yes,yes,
SRR6456333,2015,Germany,Europe,clinical,optrA,vanA,,,,yes,
SRR6456335,2016,Germany,Europe,clinical,optrA,,,,,yes,
SRR6456338,2016,Germany,Europe,clinical,optrA,,,,,yes,
SRR6456339,2015,Germany,Europe,clinical,"cfr(D), optrA",,,,yes,yes,
SRR6456340,2016,Germany,Europe,clinical,"cfr(D), optrA",,,,yes,yes,
SRR6456342,2016,Germany,Europe,clinical,optrA,,,,,yes,
SRR6456346,2016,Germany,Europe,clinical,optrA,,,,,yes,
SRR6456347,2016,Germany,Europe,clinical,optrA,,,,,yes,
SRR6456348,2016,Germany,Europe,clinical,optrA,,,,,yes,
SRR6456349,2016,Germany,Europe,clinical,optrA,,,,,yes,
SRR6456350,2016,Germany,Europe,clinical,optrA,,,,,yes,
SRR6456351,2016,Germany,Europe,clinical,optrA,,,,,yes,
SRR7658823,2017,Germany,Europe,clinical,optrA,,,,,yes,
SRR7658824,2017,Germany,Europe,clinical,optrA,,,,,yes,
SRR9021436,2017,South Africa,Asia,clinical,optrA,,,,,yes,
GCA_000394335.1,1986,USA,North America,,cfr(B),-,,yes,,,
GCA_000394915.1,1987,USA,North America,,cfr(B),-,,yes,,,
GCA_005158025.1,2017,China,Asia,,cfr,-,yes,,,,
GCA_019352795.1,2020,Portugal,Europe,,"cfr(D), optrA",-,,,yes,yes,
GCA_019352805.1,2018,Portugal,Europe,,"cfr(D), optrA",-,,,yes,yes,
GCA_021122865.1,2019,Belgium,Europe,,"cfr(D), optrA",-,,,yes,yes,
GCA_021123115.1,2019,Belgium,Europe,,"cfr(D), optrA",-,,,yes,yes,
GCA_021124235.1,2019,Belgium,Europe,,"cfr, optrA",-,yes,,,yes,
GCA_021390315.1,2022,China,Asia,,"cfr(D), optrA",-,,,yes,yes,
GCA_023299225.1,2021,,,,"cfr(D), optrA",-,,,yes,yes,
GCA_023299485.1,2022,,,,"cfr, optrA",-,yes,,,yes,
GCA_023299505.1,2022,,,,"cfr(D), optrA",-,,,yes,yes,
GCA_023299625.1,2022,,,,cfr(D),-,,,yes,,
GCA_023300165.1,2021,,,,"cfr, optrA",-,yes,,,yes,
GCA_002250145.1,2015,Denmark,Europe,,optrA,,,,,yes,
GCA_004168065.1,2017,Portugal,Europe,,optrA,,,,,yes,
GCA_004168075.1,2017,Portugal,Europe,,optrA,,,,,yes,
GCA_004168115.1,2017,Portugal,Europe,,optrA,,,,,yes,
GCA_004332015.1,2017,Portugal,Europe,,optrA,,,,,yes,
GCA_004332035.1,2017,Portugal,Europe,,optrA,,,,,yes,
GCA_006335085.1,2011,Colombia,South America,,optrA,,,,,yes,
GCA_009498155.3,2011,Colombia,South America,,optrA,,,,,yes,
GCA_009498175.3,2011,Colombia,South America,,optrA,,,,,yes,
GCA_009830635.1,2014,USA,North America,,optrA,,,,,yes,
GCA_014854875.1,2016,China,Asia,,optrA,,,,,yes,
GCA_015293445.1,2016,China,Asia,,optrA,,,,,yes,
GCA_015294025.1,2016,China,Asia,,optrA,,,,,yes,
GCA_015315105.1,2016,China,Asia,,optrA,,,,,yes,
GCA_015315485.1,2016,China,Asia,,optrA,,,,,yes,
GCA_015919065.1,2016,China,Asia,,optrA,,,,,yes,
GCA_016917995.1,2016,China,Asia,,optrA,,,,,yes,
GCA_018253815.1,2020,USA,North America,,optrA,,,,,yes,
GCA_019164975.1,2016,China,Asia,,optrA,,,,,yes,
GCA_019195415.1,2016,China,Asia,,optrA,,,,,yes,
GCA_019201565.1,2016,China,Asia,,optrA,,,,,yes,
GCA_019201575.1,2016,China,Asia,,optrA,,,,,yes,
GCA_019201635.1,2016,China,Asia,,optrA,,,,,yes,
GCA_019222705.1,2016,China,Asia,,optrA,,,,,yes,
GCA_019352735.1,2020,USA,North America,,optrA,,,,,yes,
GCA_019917365.1,2019,Portugal,Europe,,optrA,,,,,yes,
GCA_019917375.1,2019,Portugal,Europe,,optrA,,,,,yes,
GCA_019917405.1,2020,Portugal,Europe,,optrA,,,,,yes,
GCA_019917425.1,2019,Portugal,Europe,,optrA,,,,,yes,
GCA_019917435.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_020616775.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_020882115.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121195.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121215.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121265.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121415.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121465.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121495.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121565.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121705.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121725.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121845.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121905.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021121965.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122025.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122105.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122235.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122285.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122325.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122365.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122395.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122485.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122555.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122615.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122665.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122685.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122725.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122745.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122845.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122885.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122905.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122925.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122935.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021122965.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123045.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123065.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123105.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123165.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123225.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123265.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123305.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123325.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123365.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123385.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123425.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123435.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123445.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123485.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123565.1,2019,Belgium,Europe,,"optrA, poxtA",,,,,yes,yes
GCA_021123625.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123655.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123685.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123705.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123745.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123765.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123775.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123805.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123845.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021123985.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124025.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124125.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124225.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124285.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124385.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124395.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124405.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124485.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124505.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124525.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_021124535.1,2019,Belgium,Europe,,optrA,,,,,yes,
GCA_023182775.2,2019,Pakistan,Asia,,optrA,,,,,yes,
GCA_023182795.2,2019,China,Asia,,optrA,,,,,yes,
GCA_023299465.1,2020,USA,North America,,optrA,,,,,yes,
GCA_024487665.1,2018,China,Asia,,optrA,,,,,yes,
GCA_024487705.1,2018,China,Asia,,optrA,,,,,yes,
GCA_024531085.1,2018,China,Asia,,optrA,,,,,yes,
GCA_024535035.1,2018,China,Asia,,optrA,,,,,yes,
GCA_024540495.1,2018,China,Asia,,optrA,,,,,yes,
GCA_024541695.1,2018,China,Asia,,optrA,,,,,yes,
GCA_024541715.1,2018,China,Asia,,optrA,,,,,yes,
GCA_025420435.1,2018,China,Asia,,optrA,,,,,yes,
GCA_025753025.1,2018,China,Asia,,optrA,,,,,yes,
GCA_025753415.1,2018,China,Asia,,optrA,,,,,yes,
GCA_026200915.1,2022,,,,optrA,,,,,yes,
GCA_026200925.1,2022,,,,optrA,,,,,yes,
GCA_026200955.1,2022,,,,optrA,,,,,yes,
GCA_026200965.1,2022,,,,optrA,,,,,yes,
GCA_026200995.1,2022,,,,optrA,,,,,yes,
GCA_026201015.1,2022,,,,optrA,,,,,yes,
GCA_026201025.1,2022,,,,optrA,,,,,yes,
GCA_026201055.1,2022,,,,optrA,,,,,yes,
GCA_026201065.1,2022,,,,optrA,,,,,yes,
GCA_026201095.1,2022,,,,optrA,,,,,yes,
GCA_026201115.1,2022,,,,optrA,,,,,yes,
GCA_026201125.1,2022,,,,optrA,,,,,yes,
GCA_026201455.1,2022,China,Asia,,optrA,,,,,yes,
GCA_029733095.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733115.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733125.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733135.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733225.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733235.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733315.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733325.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733355.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733395.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733405.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733435.1,2020,China,Asia,,optrA,,,,,yes,
GCA_029733445.1,2020,China,Asia,,optrA,,,,,yes,
GCA_030364505.1,2018,China,Asia,,optrA,,,,,yes,
GCA_018387365.1,2019,China,Asia,,poxtA,,,,,,yes
GCA_018389465.1,2020,USA,North America,,poxtA,,,,,,yes
GCA_018981765.1,2021,USA,North America,,poxtA,,,,,,yes
GCA_025602835.1,2021,USA,North America,,poxtA,,,,,,yes
GCA_905123805.1,2022,USA,North America,,poxtA,,,,,,yes
SRR23460006,2022,China,Asia,,optrA,,,,,yes,
SRR23460007,2022,China,Asia,,optrA,,,,,yes,
SRR23460008,2022,China,Asia,,optrA,,,,,yes,
SRR23460009,2022,China,Asia,,optrA,,,,,yes,
SRR23460010,2022,China,Asia,,optrA,,,,,yes,
SRR23460011,2022,China,Asia,,optrA,,,,,yes,
SRR5407742,2012,China,Asia,,optrA,,,,,yes,
